,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Blomberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
BadLaasphe,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
NeunkirchenSeelscheid,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Schalksmuehle,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Dortmund,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Neunkirchen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Boenen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Rietberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
KampLintfort,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Kranenburg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Willich,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Drensteinfurt,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Minden,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Moehnesee,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Hemer,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
BadHonnef,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Reichshof,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Juelich,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Borchen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Hiddenhausen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Nuembrecht,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
MonheimamRhein,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
NeukirchenVluyn,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Rheinbach,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
HennefSieg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Swisttal,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Lohmar,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Weilerswist,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Borgentreich,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
PortaWestfalica,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Merzenich,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Brilon,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Kaarst,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Marl,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Dorsten,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Oerlinghausen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Grefrath,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Nettersheim,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Rhede,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Altena,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
WetterRuhr,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
BadDriburg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Ruppichteroth,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Siegburg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Hagen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Herscheid,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Altenbeken,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Meckenheim,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Reken,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Leopoldshoehe,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wegberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Dueren,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Ladbergen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Neuenkirchen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Lindlar,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Kempen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Legden,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Rommerskirchen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Hueckeswagen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wadersloh,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Bornheim,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Waldbroel,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Telgte,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Dormagen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Nordkirchen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Niederkassel,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Balve,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Billerbeck,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Altenberge,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Heiligenhaus,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Ochtrup,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Velen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wassenberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Harsewinkel,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Erftstadt,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Rees,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Heek,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Hoexter,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Vlotho,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Aldenhoven,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
EsloheSauerland,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Dahlem,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Gescher,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wachtendonk,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Herne,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
HalternamSee,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Toenisvorst,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Moers,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Schlangen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Meschede,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Dinslaken,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
