"","activity01","activity02","activity03","activity04","activity05","activity06","activity07","activity08","activity09","activity10","activity11","activity12","activity13","activity14","activity15","activity16","activity17","activity18","activity19","activity20","activity21","activity22","activity23","activity24","activity25","activity26","activity27","activity28","activity29","activity30","activity31","activity32","activity33","activity34","activity35","activity36","activity37","activity38","activity39","activity40","activity41","activity42","activity43","activity44","activity45","activity46","activity47","activity48","activity49","activity50","activity51","activity52","activity53","activity54","activity55","activity56","activity57","activity58","activity59","activity60","activity61","activity62","activity63","activity64","activity65","activity66","activity67","activity68","activity69","activity70","activity71","activity72"
"Olsberg",2,3,3,2,3,2,3,3,3,5,2,1,0,2,3,3,2,4,3,3,5,5,2,3,0,3,4,3,3,1,3,2,2,3,3,2,4,2,2,3,0,4,2,4,2,1,4,3,4,4,4,2,1,2,3,4,4,2,3,1,3,3,3,0,3,1,4,2,2,1,0,1
"Kall",2,2,3,5,2,3,4,2,4,1,3,2,2,4,4,4,3,4,2,3,4,3,3,3,1,3,1,2,4,4,1,4,0,3,5,4,0,4,4,1,4,2,2,5,1,1,5,2,2,3,3,4,3,2,1,2,1,3,5,2,2,4,3,2,5,3,2,3,4,4,4,3
"Blomberg",2,1,1,4,3,3,2,3,1,3,5,3,2,4,3,4,2,2,3,4,2,3,3,4,3,2,3,3,3,4,3,1,3,3,5,3,2,3,0,5,3,2,4,2,4,1,4,4,4,3,4,5,2,3,3,1,4,4,1,1,5,4,4,4,2,0,2,1,5,3,1,4
"BadLaasphe",2,2,4,5,3,0,4,5,4,2,3,2,3,3,3,2,3,2,3,1,2,4,1,2,2,5,5,4,3,3,1,4,3,3,5,4,1,1,3,4,3,5,1,3,2,2,3,1,3,3,0,3,3,4,3,3,2,1,4,4,3,3,2,3,2,5,3,3,2,3,2,4
"NeunkirchenSeelscheid",4,1,5,3,2,2,5,3,2,3,1,5,4,5,4,2,1,3,2,3,5,3,4,2,4,2,1,2,2,1,4,2,5,3,2,2,5,4,1,2,4,2,4,4,4,3,1,3,2,1,2,2,4,5,4,3,1,3,3,4,4,4,2,1,4,2,2,2,4,4,4,1
"Schalksmuehle",2,3,5,1,3,3,1,2,2,2,3,2,3,2,2,4,4,4,4,4,4,2,4,3,4,4,2,4,3,4,3,1,5,5,4,3,4,3,3,4,4,2,3,1,3,4,4,4,5,3,4,2,5,4,0,2,5,0,2,1,4,2,0,3,2,3,3,4,5,4,5,3
"Dortmund",3,3,4,0,2,3,3,1,3,4,4,2,3,2,3,3,4,4,5,4,2,4,2,1,5,3,2,2,5,2,3,4,4,4,4,3,1,4,1,1,3,3,2,0,2,3,3,4,3,3,2,1,4,3,1,3,0,3,3,1,4,4,5,3,4,3,3,2,4,4,2,3
"Neunkirchen",4,1,2,2,4,2,4,3,1,3,5,4,4,4,1,1,4,4,4,3,3,1,4,4,2,4,3,4,3,3,3,3,3,3,1,0,3,2,2,3,1,1,2,3,4,5,3,5,0,3,4,3,4,5,3,4,1,5,3,1,3,2,0,4,4,1,2,2,1,3,2,2
"Boenen",2,3,2,3,3,5,2,3,3,1,4,2,4,3,2,4,4,3,4,4,3,2,3,4,4,2,4,2,2,5,3,2,4,2,1,2,0,3,2,3,2,4,2,3,2,2,0,2,2,4,5,3,4,4,4,4,2,3,2,2,4,2,0,5,3,4,1,3,5,3,1,4
"Rietberg",4,5,4,2,4,2,1,4,3,2,2,3,2,1,1,4,2,5,3,4,0,2,2,5,4,2,2,3,1,0,4,3,3,1,0,2,4,2,4,2,1,1,4,3,3,4,4,3,3,4,3,3,3,1,2,4,1,3,5,2,4,4,3,4,1,5,3,3,2,3,2,3
"KampLintfort",3,0,3,3,2,2,2,3,4,0,5,3,2,2,2,0,4,2,2,0,4,5,5,5,4,1,0,3,4,4,4,0,3,2,1,3,3,1,3,2,4,1,2,2,4,1,3,4,2,2,3,3,2,2,4,3,4,1,5,1,1,2,1,3,3,3,1,2,3,4,2,3
"Kranenburg",3,4,1,1,3,4,4,4,3,3,2,3,4,3,2,2,3,3,2,4,4,5,5,1,3,4,1,1,2,4,5,2,4,3,3,2,3,4,2,3,5,0,3,3,2,4,3,2,0,3,2,3,4,3,4,0,2,4,1,4,4,4,3,3,4,1,1,2,2,5,2,4
"Willich",3,3,3,1,3,3,4,4,1,4,1,3,2,3,3,2,2,2,3,0,4,5,3,0,3,3,5,2,1,2,2,1,2,4,3,4,2,3,2,5,3,1,1,0,4,3,3,1,3,3,2,4,2,4,1,4,4,4,2,2,4,4,3,2,2,1,2,5,3,4,3,1
"Drensteinfurt",1,4,3,0,2,2,2,4,3,3,4,2,2,2,4,3,3,3,4,4,4,3,2,5,3,4,4,4,1,1,1,2,3,2,5,3,3,2,1,4,4,3,4,2,2,3,3,4,0,2,2,4,4,1,4,2,2,1,4,1,4,2,2,1,2,4,3,2,2,3,1,2
"Minden",3,2,2,1,0,2,4,3,4,2,1,2,2,2,1,2,3,4,3,5,4,2,3,2,1,2,5,2,1,2,3,2,4,4,1,1,4,4,3,3,5,1,1,2,4,3,1,3,0,4,4,4,1,3,5,1,1,4,2,4,3,4,5,2,4,5,3,0,2,4,2,4
"Moehnesee",5,1,2,2,2,2,5,3,1,1,2,4,1,2,5,2,2,4,4,3,2,3,4,0,4,2,3,3,1,4,5,1,5,2,2,2,3,1,3,3,1,2,4,1,3,3,1,5,4,4,4,3,2,3,1,1,3,2,3,5,3,4,5,0,1,4,0,3,5,4,1,4
"Hemer",3,3,4,2,3,3,3,3,4,5,2,3,3,3,3,1,3,2,2,2,4,2,3,4,5,3,5,2,5,4,3,5,2,4,2,2,4,2,2,0,3,4,2,4,4,4,1,3,3,4,2,3,2,3,5,5,0,4,4,3,2,2,3,3,1,3,2,5,1,2,4,3
"BadHonnef",3,3,4,3,2,4,2,3,3,2,3,1,2,3,1,2,2,1,2,1,1,1,2,5,4,3,1,2,3,3,4,4,3,2,5,5,4,3,2,1,4,3,5,2,2,1,4,5,3,2,2,1,3,4,3,4,4,4,1,4,1,3,4,1,4,1,1,3,1,4,2,3
"Reichshof",4,3,1,4,5,3,3,1,3,5,2,2,5,2,3,3,4,5,4,2,3,5,2,3,0,1,5,1,2,2,3,3,4,4,3,5,4,2,4,2,3,3,3,2,3,3,3,0,4,4,4,4,4,3,5,5,4,3,3,4,4,4,0,2,1,3,5,0,3,5,2,2
"Juelich",4,3,2,4,4,2,4,1,2,1,1,5,3,3,3,0,0,5,4,3,3,2,4,0,2,1,5,1,4,1,2,4,2,3,4,4,5,4,1,3,4,4,0,4,2,0,5,3,1,0,3,2,2,4,2,4,4,3,1,2,2,2,4,5,2,3,4,3,2,3,3,1
"Borchen",3,5,5,3,3,1,2,2,2,5,3,4,3,2,4,3,3,4,1,4,3,2,3,4,2,4,2,1,1,1,4,2,4,5,4,3,3,2,3,3,4,3,3,3,4,2,1,5,3,3,2,2,5,4,3,5,2,3,3,3,5,3,4,3,4,3,3,2,3,4,5,3
"Hiddenhausen",4,3,5,5,5,2,3,4,3,1,1,5,3,2,1,0,3,3,3,5,1,5,3,4,5,2,3,4,4,4,4,4,5,1,1,2,4,0,2,1,3,2,1,1,2,1,3,3,5,0,2,2,5,4,2,2,3,1,4,3,1,5,4,4,2,5,3,4,5,2,3,2
"Nuembrecht",5,2,4,3,3,0,3,4,1,3,5,3,4,1,3,1,4,2,4,0,2,3,0,4,2,3,2,3,2,3,4,1,3,3,2,0,1,4,3,4,2,3,3,3,2,1,3,2,3,2,4,1,4,2,1,0,3,1,2,4,2,1,4,3,4,4,4,3,1,1,4,5
"MonheimamRhein",3,1,4,4,2,4,4,2,3,3,5,4,1,3,0,3,2,2,0,3,1,3,4,0,0,4,3,2,3,2,1,0,4,3,2,3,3,0,3,4,3,3,3,2,4,3,0,0,4,1,3,3,1,3,4,1,3,1,2,4,2,1,4,1,3,2,3,4,2,0,2,1
"NeukirchenVluyn",3,0,3,2,3,1,3,3,4,3,3,3,4,2,1,3,3,3,4,4,2,3,1,5,2,3,2,2,1,2,4,1,0,4,4,3,1,2,4,4,0,1,4,1,4,3,4,1,3,3,5,2,4,3,1,2,4,2,2,1,2,2,0,4,3,2,4,4,2,2,3,1
"Rheinbach",2,4,5,4,1,2,1,4,2,3,4,3,1,5,2,3,0,3,4,3,3,4,3,3,2,1,4,4,4,0,1,4,4,5,2,5,3,2,3,4,3,1,4,1,3,5,2,4,1,3,3,1,4,5,1,1,3,3,4,0,3,1,5,1,3,0,2,2,2,4,4,0
"HennefSieg",1,2,0,4,4,4,2,4,1,5,2,2,4,4,2,4,4,2,4,3,3,1,1,4,4,2,3,3,5,2,3,4,2,4,3,5,3,2,2,5,2,1,3,2,3,4,3,4,4,4,4,3,1,4,4,4,1,3,1,1,3,2,5,2,1,3,1,4,2,4,1,3
"Swisttal",3,3,3,4,4,2,1,5,4,3,3,0,4,3,4,1,1,5,3,0,3,3,4,4,1,5,4,1,3,2,1,4,0,4,2,2,2,3,3,1,3,4,4,3,2,1,3,3,3,5,1,5,1,3,3,2,4,3,3,4,4,4,3,3,2,2,3,1,4,3,3,3
"Lohmar",2,4,2,4,1,2,2,2,1,0,3,0,4,4,3,5,1,3,0,1,2,3,3,4,3,0,5,3,4,1,3,1,1,4,1,2,2,0,4,3,3,3,4,3,3,4,2,1,2,5,4,3,1,3,2,1,1,2,2,2,2,3,4,2,2,4,3,2,4,2,1,5
"Weilerswist",2,1,4,2,4,4,2,4,3,2,1,5,1,4,3,3,3,5,2,3,2,1,2,2,2,0,4,3,5,3,3,3,2,5,3,4,4,3,4,3,3,5,2,4,4,3,2,3,1,3,4,1,3,2,4,2,4,3,0,4,3,3,3,3,3,0,1,3,1,4,1,3
"Borgentreich",2,1,3,3,4,4,3,1,3,4,2,2,4,4,2,4,4,2,2,4,3,1,4,4,2,4,3,4,4,3,1,0,3,2,2,2,2,1,1,4,3,4,2,0,4,4,4,1,0,2,2,3,0,5,1,2,4,3,3,4,4,0,4,1,3,2,4,1,4,5,1,4
"PortaWestfalica",3,2,2,3,3,1,5,0,1,3,3,2,2,4,1,4,3,1,1,2,3,1,5,1,3,3,3,2,3,2,4,4,1,2,2,2,3,4,3,4,3,2,4,1,0,1,5,5,3,4,5,2,2,2,2,3,1,4,2,1,4,3,3,3,3,3,4,2,2,4,2,2
"Merzenich",4,3,2,5,1,1,5,3,1,4,1,3,4,3,5,2,1,4,4,5,4,2,4,3,0,2,3,4,4,3,1,1,4,0,2,3,3,0,4,5,0,1,2,5,4,1,4,3,4,4,3,4,2,4,1,3,4,2,3,4,0,2,1,2,2,2,5,3,2,4,4,5
"Brilon",0,3,3,3,2,4,0,3,1,4,3,2,5,0,4,1,4,4,0,5,3,1,5,4,3,2,3,2,3,4,1,1,5,3,2,3,3,3,1,0,2,1,3,5,4,2,3,1,4,1,5,4,1,4,4,4,3,2,3,4,4,3,3,1,3,4,4,4,2,3,3,1
"Kaarst",1,3,2,3,4,3,1,1,4,2,2,1,1,1,1,3,0,0,2,3,2,1,4,1,3,2,1,2,4,2,3,4,3,3,1,3,1,2,2,1,3,1,0,4,1,4,3,0,1,4,2,3,1,3,2,1,5,1,4,0,2,4,2,4,1,3,0,3,3,1,4,4
"Marl",2,1,5,3,1,4,4,3,4,3,5,3,1,3,5,5,3,2,2,1,4,0,4,4,2,3,3,3,4,3,1,2,5,1,1,4,4,4,4,3,2,4,1,3,5,4,3,2,4,3,3,5,1,2,1,4,2,3,4,4,2,2,2,4,3,4,3,3,3,2,3,2
"Dorsten",3,4,2,2,0,1,3,1,5,1,4,0,3,5,2,5,4,4,4,3,4,2,2,1,4,2,3,2,1,4,1,4,4,0,3,5,5,0,4,2,5,4,5,1,4,2,3,3,1,1,1,3,4,4,4,5,2,4,1,1,4,1,1,1,4,3,3,2,3,1,1,1
"Oerlinghausen",3,3,2,2,1,0,3,4,4,2,2,1,3,4,1,4,4,3,2,4,4,4,3,4,1,1,5,1,3,1,3,4,3,2,3,4,3,2,3,2,5,1,2,2,2,4,4,3,4,5,1,4,3,2,2,3,2,2,3,4,1,4,3,2,1,1,4,3,5,2,1,5
"Grefrath",4,3,1,3,4,3,0,3,4,4,4,3,4,4,3,2,5,1,1,3,3,2,3,3,2,3,4,3,5,2,2,2,4,3,3,4,4,3,4,3,4,1,2,3,3,4,2,5,3,4,4,3,4,3,4,5,0,4,2,4,2,2,2,5,3,3,2,4,2,5,5,4
"Nettersheim",5,1,2,4,1,2,1,2,3,3,4,5,3,3,2,3,5,2,1,3,3,0,4,5,5,3,1,2,3,3,3,4,4,1,1,4,3,1,1,3,3,2,5,0,0,3,3,2,5,1,2,3,1,1,4,2,3,4,3,1,3,2,3,3,2,1,4,2,1,2,3,1
"Rhede",4,4,0,1,2,1,3,2,3,3,5,3,3,3,5,2,0,2,1,3,2,3,1,4,4,5,1,4,2,3,3,3,4,5,1,2,3,2,4,3,4,4,2,4,4,2,2,5,4,1,4,5,5,1,3,1,3,0,2,4,5,5,1,5,3,5,0,4,3,4,2,3
"Altena",2,4,3,4,2,4,4,4,4,4,2,2,2,1,1,3,2,4,4,3,2,4,2,1,2,1,3,3,2,4,4,3,1,2,4,2,4,3,2,4,3,3,3,3,3,0,4,1,3,4,3,2,4,1,2,1,4,4,1,1,1,4,5,5,4,5,3,2,3,3,5,5
"WetterRuhr",1,3,1,3,3,4,2,3,2,3,3,2,1,3,2,2,1,4,2,2,3,2,2,4,1,2,0,4,4,4,3,1,3,5,5,2,1,2,1,2,4,0,3,2,3,1,4,2,4,4,3,2,5,3,3,4,1,2,4,3,1,0,5,5,3,3,4,1,2,4,4,5
"BadDriburg",3,0,0,2,5,3,4,3,4,4,1,5,3,3,5,4,3,2,4,2,1,2,1,1,2,1,4,3,2,2,4,1,3,4,3,4,2,2,0,1,1,0,1,3,4,2,5,2,4,3,2,4,5,1,2,2,2,2,4,4,3,4,2,5,3,1,2,4,5,4,1,4
"Ruppichteroth",3,5,2,2,2,1,1,4,5,3,2,1,2,2,4,2,2,2,3,1,4,3,4,2,1,2,2,1,1,3,5,3,1,5,1,2,1,4,3,4,1,2,0,3,4,1,2,2,0,1,4,4,1,2,2,3,2,2,1,3,2,2,1,5,3,3,1,2,4,2,3,1
"Siegburg",2,2,3,3,5,1,4,4,2,3,5,3,4,0,1,4,2,2,2,4,1,0,5,1,3,4,4,4,1,3,5,1,2,3,3,3,1,4,4,4,2,3,2,3,1,4,3,0,2,3,4,3,3,2,4,3,5,1,2,2,3,0,0,4,1,4,2,1,4,0,0,5
"Hagen",3,4,5,2,5,5,3,5,2,4,2,4,1,4,2,2,3,4,2,5,2,1,3,2,1,1,5,1,4,3,2,1,3,3,3,1,2,2,3,4,2,5,2,3,2,2,5,4,3,4,4,1,4,3,3,0,4,2,2,1,2,0,2,3,4,4,2,5,4,1,4,5
"Herscheid",1,4,3,0,2,4,2,2,3,3,4,3,3,1,4,3,2,4,2,2,2,2,2,3,5,1,5,2,3,2,3,2,3,2,0,1,2,3,3,2,4,4,2,3,3,0,2,3,4,3,1,3,4,1,4,1,3,3,4,1,4,3,4,3,5,2,3,4,5,3,1,3
"Altenbeken",5,3,3,3,0,3,4,2,5,5,1,3,3,3,2,1,3,1,2,4,5,3,3,2,3,3,2,3,4,3,4,2,3,4,1,4,3,1,4,2,2,1,2,4,2,4,4,4,5,2,3,3,3,4,0,4,3,5,3,2,5,2,4,3,2,2,3,3,2,3,5,4
"Meckenheim",5,1,1,3,2,4,2,5,4,4,5,4,1,1,0,1,4,1,3,2,1,4,1,0,0,4,1,3,4,3,4,3,0,0,3,5,4,0,3,3,4,5,3,3,4,2,2,2,3,2,5,5,2,5,3,4,1,2,2,1,3,3,5,2,1,3,3,5,3,4,1,2
"Reken",5,3,2,3,3,5,1,4,4,2,2,0,1,4,3,0,4,1,1,3,3,1,1,2,1,5,3,4,2,4,1,3,2,4,4,5,1,2,5,1,2,1,3,2,2,4,4,2,5,2,1,5,4,3,4,3,4,3,2,2,3,3,3,3,2,4,4,4,3,3,2,0
"Leopoldshoehe",0,5,5,1,1,4,4,3,2,3,4,2,4,3,2,2,4,4,4,3,2,3,2,5,5,3,4,4,2,2,2,4,5,0,5,2,2,5,4,1,2,3,3,2,5,4,4,4,1,2,4,3,3,0,2,3,3,1,0,1,4,2,1,2,4,5,5,5,1,3,4,2
"Wegberg",5,1,2,2,1,3,5,4,3,4,3,3,4,3,3,4,1,2,1,0,1,5,1,4,2,4,3,4,1,2,4,5,2,2,5,4,3,2,5,5,2,2,4,1,3,4,4,4,5,5,4,4,3,2,1,5,3,4,4,3,4,4,3,3,1,4,0,2,4,5,4,4
"Dueren",2,0,3,3,1,1,4,4,2,5,4,4,4,1,4,3,2,4,4,2,4,3,3,1,3,3,1,4,1,4,4,4,1,3,4,1,2,3,2,1,3,4,3,1,2,4,1,3,4,5,3,3,2,3,1,5,1,0,3,3,2,4,4,3,2,5,4,2,2,4,2,5
"Ladbergen",3,3,3,5,3,5,3,2,3,1,5,3,2,4,3,4,1,2,0,3,3,4,2,4,3,3,0,3,2,3,2,5,1,1,5,3,3,5,3,5,4,4,2,4,2,3,1,1,2,5,0,0,4,1,3,3,3,2,3,3,4,0,2,4,2,5,2,5,5,3,4,2
"Neuenkirchen",0,5,4,4,2,4,3,0,4,2,4,4,1,3,2,0,3,1,5,1,2,3,3,2,5,3,1,2,2,1,2,1,4,3,3,0,4,2,4,3,4,3,5,1,1,1,5,1,4,2,4,5,3,1,4,4,4,2,1,2,2,4,2,2,2,4,3,2,3,3,2,1
"Lindlar",1,3,4,4,2,2,1,2,2,4,1,3,2,1,3,1,0,4,4,5,2,4,3,2,3,2,0,1,2,4,2,2,2,2,5,1,5,2,1,2,3,4,2,3,1,1,0,1,2,3,0,1,3,1,3,4,2,2,4,0,1,4,2,2,1,3,4,2,4,1,5,2
"Kempen",3,4,1,3,2,1,2,3,1,4,2,2,2,4,3,1,2,5,1,1,2,1,1,1,4,2,1,1,4,3,3,1,3,5,2,3,0,2,4,3,3,3,4,5,1,4,0,4,1,2,3,2,2,0,4,3,2,1,5,2,1,4,2,3,2,4,4,5,2,4,5,1
"Legden",1,3,5,2,2,3,2,5,1,3,2,5,3,1,5,3,2,4,2,4,3,4,1,1,1,4,3,3,4,1,2,1,2,1,3,2,2,2,2,3,4,3,1,2,0,5,3,2,4,1,2,4,4,0,3,4,3,1,4,5,4,3,4,5,4,5,5,4,5,4,3,1
"Rommerskirchen",1,2,1,4,3,2,1,2,4,4,3,1,2,1,3,4,1,5,5,4,2,1,2,1,3,3,3,2,2,2,5,2,1,3,3,4,5,4,3,5,3,1,1,2,4,3,1,1,4,3,3,2,4,3,3,4,5,5,3,2,5,1,2,1,0,3,4,3,4,5,1,4
"Hueckeswagen",0,2,5,5,1,3,4,5,2,1,2,4,3,4,2,3,4,1,2,4,3,3,3,2,3,3,3,4,4,2,1,3,4,2,3,2,4,3,4,2,4,5,2,3,3,3,1,3,3,4,1,2,0,4,3,1,0,4,2,2,4,4,1,1,1,4,3,2,2,1,3,2
"Wadersloh",4,5,2,4,3,3,2,4,5,2,5,3,3,2,4,2,4,3,3,3,4,3,0,2,3,1,2,5,3,1,3,4,3,3,3,4,2,5,2,5,2,2,0,3,1,5,2,4,0,3,4,3,4,0,4,5,3,1,0,3,2,4,2,4,1,4,0,4,2,4,4,2
"Bornheim",4,4,4,3,2,4,3,2,2,4,3,2,1,2,2,2,2,5,2,2,3,2,0,3,1,5,2,5,1,3,2,0,3,5,2,1,4,1,2,2,4,4,1,4,4,5,0,3,3,2,3,1,4,3,2,2,4,3,2,4,4,3,2,2,4,3,3,2,2,3,5,3
"Waldbroel",3,5,5,5,1,3,4,4,2,4,3,3,1,3,5,4,4,2,2,3,3,2,5,1,2,5,5,1,0,3,3,4,5,2,0,2,4,5,1,5,4,4,4,2,4,1,4,3,4,5,4,5,4,2,5,3,4,3,4,3,4,2,3,0,4,1,0,5,1,2,2,4
"Telgte",5,4,5,4,4,5,4,2,1,0,1,3,5,0,5,4,1,3,3,1,2,2,2,4,2,1,2,4,0,2,3,3,0,2,5,4,2,5,4,5,1,0,4,1,2,4,4,2,2,2,3,5,2,0,3,3,5,4,3,1,3,3,1,1,4,4,2,4,3,2,4,3
"Dormagen",5,1,4,1,3,3,5,3,5,1,2,3,1,4,2,3,2,0,1,1,0,4,1,5,1,0,1,2,2,3,2,1,0,0,4,3,1,1,3,4,3,1,1,1,4,2,4,1,3,3,1,3,1,5,4,3,2,4,3,5,2,3,3,2,3,1,4,1,2,1,2,3
"Nordkirchen",4,3,2,5,3,5,4,4,2,3,2,1,2,1,1,1,2,4,5,5,0,2,2,3,5,3,4,2,4,3,2,0,4,3,2,3,3,5,5,2,4,4,1,2,1,4,5,2,5,2,4,2,3,2,0,1,2,1,2,5,4,2,3,2,3,2,2,3,3,2,2,4
"Niederkassel",3,3,3,3,1,2,1,5,3,1,1,5,3,2,2,3,2,3,2,2,3,4,3,4,4,4,5,1,3,2,2,1,1,3,1,2,1,4,2,4,3,1,0,4,4,3,3,3,4,4,5,3,1,3,3,4,0,3,1,3,2,1,2,5,2,4,1,0,3,3,3,5
"Balve",1,3,1,4,0,3,5,3,4,4,4,4,4,4,1,4,3,0,1,0,5,2,3,5,2,3,2,0,2,4,2,5,1,2,5,2,1,1,3,0,5,4,5,0,3,3,3,3,3,5,5,3,1,4,3,1,4,4,2,4,4,1,1,3,4,1,2,2,2,3,4,4
"Billerbeck",2,3,3,2,3,4,5,3,3,3,1,1,3,0,3,3,2,1,4,4,4,3,4,0,1,2,2,5,3,1,5,3,3,3,3,2,2,5,3,2,3,4,2,1,4,2,2,4,1,2,3,3,1,3,2,2,5,4,1,3,2,2,4,1,1,2,4,1,3,4,1,4
"Altenberge",2,4,2,3,1,4,4,4,2,2,4,2,1,3,3,3,4,4,4,5,4,0,2,2,0,3,4,3,3,2,3,3,3,4,4,0,5,1,2,3,3,1,1,5,2,4,3,4,4,3,5,3,2,3,1,3,2,3,1,2,1,1,4,2,1,3,1,2,4,3,1,2
"Heiligenhaus",2,3,4,3,2,3,3,3,1,4,3,2,2,3,2,3,5,2,3,4,5,5,2,4,2,4,5,1,3,3,5,5,1,4,1,2,1,0,3,4,1,2,2,3,5,1,4,4,3,4,5,4,5,2,3,2,1,1,3,1,4,3,4,2,2,2,3,0,3,4,5,3
"Ochtrup",2,2,1,2,3,1,2,1,5,2,2,0,3,2,4,2,2,0,3,0,4,3,4,2,1,2,5,5,5,5,4,4,3,2,4,3,5,4,2,5,2,1,0,3,2,4,1,5,4,3,0,5,3,2,3,2,3,5,2,4,1,2,1,2,0,4,2,4,1,3,4,5
"Velen",3,1,2,2,3,4,4,5,3,3,3,3,2,3,1,3,1,4,3,3,2,4,1,2,4,2,3,4,1,3,3,4,3,4,2,5,1,2,2,4,2,0,0,1,4,2,4,4,1,1,1,4,2,2,3,2,4,3,0,5,5,0,3,5,1,4,5,1,2,2,1,3
"Wassenberg",3,2,1,1,5,1,4,1,2,3,2,5,5,2,5,1,4,4,2,3,4,4,3,2,5,3,2,4,2,4,3,1,4,5,3,1,3,1,4,5,3,4,3,4,2,2,4,1,3,4,3,4,1,3,1,5,0,1,3,0,0,2,3,2,2,3,3,1,4,2,1,3
"Harsewinkel",4,1,2,1,3,4,4,4,2,1,0,3,3,4,2,1,3,4,0,2,3,3,4,3,2,5,3,1,1,3,4,3,4,2,3,3,4,3,2,0,1,2,2,4,2,3,4,1,1,3,1,3,3,5,2,5,4,3,3,4,5,3,2,1,0,4,3,5,3,3,1,2
"Erftstadt",2,1,4,3,1,3,2,2,4,5,4,3,2,3,1,2,2,2,0,2,0,1,4,3,3,3,1,2,4,2,1,1,3,4,3,2,0,4,1,5,3,3,3,5,2,4,5,2,3,2,0,5,2,3,3,2,3,5,3,1,4,1,1,4,1,3,1,4,4,3,3,1
"Rees",2,1,1,4,4,5,3,1,1,0,4,2,2,1,2,1,2,2,3,0,0,2,1,3,3,1,4,4,2,2,5,2,2,4,4,2,3,4,4,3,3,2,3,2,4,4,3,1,5,2,2,2,3,2,3,0,3,3,3,3,3,0,3,4,3,3,1,4,3,1,3,3
"Heek",4,4,2,4,1,5,3,4,1,4,2,4,4,1,5,3,4,3,4,4,1,4,3,5,0,3,4,2,3,3,1,3,2,4,1,2,4,4,4,1,4,2,4,4,4,2,2,4,2,1,2,3,5,3,3,2,3,1,4,1,2,1,0,4,1,4,5,2,5,4,4,1
"Hoexter",4,5,0,5,3,2,1,5,4,2,0,5,4,2,4,2,3,2,2,0,4,2,2,5,0,4,3,4,2,4,3,4,2,3,5,1,2,3,2,3,3,2,3,1,5,2,4,3,4,2,5,1,4,4,3,4,1,1,1,4,4,4,3,3,0,0,2,3,1,3,4,4
"Vlotho",4,2,5,5,2,1,0,3,2,2,2,2,1,4,3,3,0,3,3,5,0,4,1,3,5,3,5,3,3,2,3,3,5,3,2,2,5,2,5,2,3,4,2,4,2,2,0,0,4,1,3,4,1,1,2,1,3,2,5,5,4,2,2,4,4,5,2,4,1,2,3,5
"Aldenhoven",3,3,3,5,4,2,2,2,3,3,2,2,3,1,4,5,5,3,2,3,2,3,3,2,2,4,2,1,5,3,3,3,3,1,2,4,2,2,4,2,2,2,1,5,2,1,5,5,1,2,4,2,0,5,4,1,2,5,5,2,1,2,1,2,2,2,4,1,3,1,4,3
"EsloheSauerland",1,5,0,3,2,2,3,4,4,2,1,2,2,2,3,1,2,5,3,3,4,3,4,1,3,2,1,5,2,3,2,2,4,4,1,2,4,5,0,4,4,1,2,4,1,2,1,2,4,2,2,1,3,2,4,2,4,2,1,1,3,4,4,4,1,2,4,0,5,3,4,3
"Dahlem",3,1,4,3,2,5,2,0,2,5,4,1,3,3,2,3,3,3,3,2,5,4,3,4,0,5,2,5,3,0,1,3,4,2,1,5,3,2,4,5,2,2,4,4,3,4,4,3,3,0,4,3,4,4,5,1,4,3,2,1,3,2,3,4,3,3,2,1,5,5,2,4
"Gescher",2,4,3,4,3,2,4,2,4,4,4,1,2,4,1,3,5,4,2,4,4,2,3,4,3,0,3,3,4,4,2,5,3,1,1,1,1,3,2,2,3,0,3,2,4,2,2,2,4,1,5,4,5,1,1,3,4,4,2,4,5,0,1,2,3,4,1,4,0,0,2,1
"Wachtendonk",1,4,4,1,3,1,4,3,1,1,4,1,2,3,1,4,2,1,3,4,3,5,3,0,4,1,3,0,3,2,4,4,1,2,2,3,4,4,1,5,4,5,5,4,4,3,3,4,1,1,5,4,0,3,3,3,4,4,4,2,4,4,1,1,3,3,1,5,2,2,1,4
"Herne",2,3,1,1,3,2,3,3,3,5,4,5,4,4,1,4,2,5,1,3,0,1,5,4,0,5,3,1,4,4,5,4,2,4,1,3,5,2,0,3,3,3,5,4,1,2,2,2,3,4,0,3,1,1,2,1,1,1,4,1,2,2,3,4,2,3,3,3,3,2,2,2
"HalternamSee",4,4,4,2,2,3,4,3,4,1,4,4,3,2,3,4,5,3,4,4,2,3,1,2,4,2,3,4,5,4,3,3,1,3,4,2,0,2,5,3,0,1,5,5,1,2,2,3,4,3,2,2,3,2,5,4,3,5,2,3,5,4,4,3,4,4,4,4,3,2,5,2
"Toenisvorst",2,3,2,4,3,2,5,3,4,3,4,4,0,3,3,1,4,3,3,3,5,3,2,1,3,1,1,3,2,2,1,3,4,5,0,2,0,1,4,4,1,2,3,3,2,3,3,4,2,2,3,2,3,0,1,1,3,5,2,5,4,2,5,0,4,1,0,4,1,2,4,2
"Moers",2,4,3,4,5,4,4,3,1,3,4,5,2,2,3,4,5,2,3,5,4,4,4,4,0,4,3,2,3,4,0,5,3,2,5,1,2,1,3,3,0,1,2,3,3,0,3,3,2,2,4,2,3,3,2,3,1,4,3,5,4,0,2,3,1,3,3,0,4,5,3,4
