,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Blomberg,1,2,4,4,3,5,3,4,1,3,3,4,3,2,1,2,2,3,1,1,5,5,0,2,2,1,4,2,5,2,0,3,4,5,3,3,4,4,1,4,3,1,1,5,4,1,4,3,1,3,2,3,4,2,4,4,2,4,2,3,3,2,3,2,3,3,2,5,3,2,4,4
BadLaasphe,4,1,2,0,5,3,2,0,3,2,4,3,3,3,3,1,1,1,3,1,5,3,4,3,0,2,3,3,5,4,4,2,3,5,1,3,4,2,1,4,3,1,4,1,3,4,3,4,2,1,5,3,3,1,4,2,2,3,1,3,3,1,2,3,3,1,5,4,4,3,4,2
NeunkirchenSeelscheid,4,2,3,5,1,4,4,1,3,2,2,2,1,3,3,4,1,2,1,4,3,1,2,3,2,3,3,4,3,2,2,1,5,3,1,4,4,3,4,2,1,4,3,0,4,0,2,4,1,2,3,3,3,3,2,4,4,1,5,1,3,3,3,1,5,4,1,2,2,3,2,1
Schalksmuehle,4,2,2,3,3,1,2,3,4,4,3,2,4,1,5,5,1,1,1,3,3,0,5,2,4,3,3,3,3,0,5,3,4,1,1,4,1,4,4,2,2,1,5,2,2,3,3,5,2,2,4,2,2,3,4,4,4,0,4,3,3,2,3,1,2,0,4,3,3,3,1,4
Dortmund,4,0,3,2,2,5,2,1,2,4,3,2,0,5,2,1,4,4,3,4,1,2,4,3,5,5,4,1,1,2,2,3,5,1,5,4,2,2,3,3,4,1,1,3,1,3,4,2,3,3,4,2,3,0,4,1,2,3,2,0,4,5,3,2,3,1,4,1,4,2,4,3
Neunkirchen,2,3,3,3,4,3,2,4,4,3,3,2,5,4,3,0,3,2,2,2,1,1,3,4,4,4,2,2,3,2,3,2,1,4,0,5,2,5,2,4,2,4,4,3,2,2,3,2,3,5,1,5,3,5,3,5,3,2,2,1,0,4,2,3,2,2,2,3,2,5,2,1
Boenen,0,3,4,4,4,2,2,4,4,5,2,1,2,3,5,4,0,2,4,3,3,2,2,3,1,4,5,2,3,2,5,2,1,4,4,2,2,5,4,4,1,1,2,3,3,3,2,3,2,3,1,4,1,3,3,3,3,4,4,3,3,0,2,2,4,4,0,2,1,0,3,1
Rietberg,4,3,3,2,0,1,3,2,2,3,2,0,2,2,4,1,2,1,5,4,3,3,4,1,2,3,2,3,5,3,4,1,2,2,2,3,2,0,1,1,4,3,1,4,3,4,2,4,3,5,3,2,3,4,2,2,3,2,3,4,5,1,3,3,1,2,1,2,5,4,3,3
KampLintfort,2,1,2,2,4,4,0,3,2,3,4,3,0,1,2,2,2,0,3,4,2,5,2,5,2,3,2,3,2,4,4,3,2,3,4,4,2,2,2,4,4,2,2,0,4,2,2,2,1,3,3,2,4,4,2,1,1,2,1,3,4,1,4,2,1,4,4,4,2,2,0,1
Kranenburg,4,5,4,4,1,4,3,5,0,1,1,1,2,2,2,1,5,0,3,5,5,1,4,4,1,3,3,5,1,5,3,3,2,3,0,3,3,3,4,4,4,3,5,1,5,0,3,1,0,4,0,3,2,3,2,3,3,5,4,2,5,5,5,3,4,2,4,5,3,0,3,2
Willich,3,2,3,1,2,2,4,3,5,2,2,3,2,2,1,1,2,5,3,1,5,4,3,2,4,2,4,3,3,2,3,3,2,4,4,4,4,3,4,3,3,4,3,3,3,1,3,1,3,4,1,2,2,4,2,4,4,4,4,4,1,1,2,4,2,4,1,3,3,3,1,4
Drensteinfurt,1,2,4,3,3,3,2,2,3,3,3,4,4,2,1,5,3,3,4,0,4,4,4,2,1,1,3,0,5,2,3,3,5,3,2,1,3,4,3,1,3,4,3,3,2,3,2,1,1,4,4,3,5,2,1,4,4,2,3,4,2,3,4,2,3,3,4,3,4,1,0,4
Minden,1,4,2,4,3,3,3,1,2,4,2,2,0,4,5,4,3,5,2,4,3,1,4,2,2,1,1,4,0,0,2,2,3,0,2,4,2,3,1,5,1,1,4,4,1,4,3,2,3,2,2,2,5,2,2,1,4,2,3,2,1,2,4,2,4,5,4,4,2,1,3,2
Moehnesee,2,5,2,1,0,4,3,2,2,2,4,2,4,4,4,4,1,2,2,3,2,4,0,2,2,3,3,2,3,1,2,4,2,4,3,2,3,4,1,0,4,0,3,3,5,3,2,0,2,2,4,5,4,1,4,1,2,1,5,2,1,3,3,5,4,3,2,4,3,1,2,0
Hemer,5,4,1,5,1,2,0,2,2,3,3,4,3,2,3,2,4,3,4,3,3,5,2,2,5,3,5,2,1,4,4,1,3,3,3,1,5,1,3,3,3,3,2,0,3,2,3,2,3,5,5,3,2,2,2,3,3,2,2,3,0,4,0,2,1,3,3,3,3,2,4,1
BadHonnef,2,1,1,1,4,3,1,2,0,2,3,2,4,5,2,3,0,2,2,3,2,5,1,1,1,2,3,2,3,3,4,3,4,3,2,5,1,1,2,5,2,1,1,2,4,5,3,3,3,1,3,4,3,1,2,4,3,5,4,1,4,0,1,2,3,1,4,3,3,2,3,3
Reichshof,2,0,2,2,3,3,2,1,1,3,0,4,2,3,3,3,3,4,3,1,1,4,2,2,3,1,2,2,4,3,4,2,2,3,3,0,3,5,3,5,4,4,3,4,2,3,1,2,2,2,5,3,4,3,4,4,3,4,2,3,4,3,2,5,2,4,2,5,4,4,4,1
Juelich,4,2,4,3,4,2,1,5,0,3,2,5,1,2,5,5,4,3,0,3,5,1,4,1,5,4,1,3,4,3,4,3,3,3,3,4,4,1,4,0,5,2,2,3,3,3,3,4,1,4,1,3,3,0,3,2,2,0,1,5,3,3,3,1,2,2,3,1,2,1,1,2
Borchen,2,3,1,4,3,4,1,2,4,3,1,2,1,4,4,3,4,4,4,3,2,0,4,5,5,1,2,0,3,1,3,4,1,1,4,5,4,2,1,1,5,3,2,3,3,5,3,1,2,1,2,2,3,1,5,2,3,0,3,2,1,3,0,1,2,3,3,1,1,1,4,3
Hiddenhausen,0,3,2,0,5,2,1,4,4,3,3,3,3,2,1,3,1,4,0,1,5,2,5,4,1,3,4,3,3,3,4,2,1,4,5,4,2,5,2,2,4,3,1,2,2,5,1,2,2,3,3,3,4,2,0,2,5,2,2,1,5,3,4,2,0,3,3,4,1,5,3,2
Nuembrecht,5,1,2,4,0,2,4,4,3,1,2,5,4,3,4,5,4,3,3,2,2,4,5,1,3,5,0,3,2,3,2,5,4,3,2,3,4,5,3,1,5,2,4,3,3,5,1,5,3,2,3,3,4,5,4,4,2,2,0,3,2,4,3,2,5,3,0,4,2,4,2,3
MonheimamRhein,2,2,3,3,4,2,1,2,4,5,2,1,1,3,0,2,1,0,3,3,3,1,4,2,4,4,3,0,0,0,2,1,3,4,4,3,5,1,3,1,2,3,4,1,4,3,4,2,5,3,5,1,3,3,4,4,3,4,3,1,2,5,4,1,2,2,2,5,3,4,1,5
NeukirchenVluyn,4,2,3,1,3,3,4,3,1,1,4,2,1,4,2,4,3,3,2,1,2,3,2,1,0,4,3,5,4,4,3,3,4,3,4,0,1,4,1,4,1,4,3,0,4,5,4,4,0,0,3,4,3,4,2,1,3,0,4,5,4,4,2,2,3,3,5,3,4,2,0,3
Rheinbach,3,3,4,3,4,5,4,2,2,1,3,4,5,5,2,2,2,3,2,4,4,4,4,3,1,2,1,1,2,2,1,4,4,3,2,1,2,3,5,3,3,5,1,1,3,2,1,2,2,3,1,2,3,3,2,2,4,4,1,1,4,5,3,3,4,5,2,0,3,2,2,3
HennefSieg,0,5,4,3,5,2,4,3,2,3,4,2,1,1,5,3,5,3,4,1,4,2,1,2,2,4,0,3,3,1,3,4,4,4,5,1,3,5,3,1,3,1,4,2,1,2,2,3,3,4,3,1,2,4,2,4,3,5,3,2,3,1,3,5,2,1,2,2,4,3,4,3
Swisttal,5,4,5,2,5,1,5,4,2,4,5,4,4,4,3,3,5,2,2,3,3,4,2,1,4,5,3,4,1,2,1,5,4,3,3,4,1,0,2,1,0,3,4,2,4,1,3,3,2,4,4,3,1,3,3,3,5,2,0,3,3,4,4,1,3,0,3,0,1,4,2,3
Lohmar,3,2,2,3,3,1,2,3,3,3,1,3,3,3,0,1,4,4,0,2,4,4,2,3,5,4,4,2,3,4,2,1,1,1,3,2,1,4,5,3,4,2,1,3,3,2,4,3,3,4,2,3,1,3,3,2,1,3,1,1,0,2,2,1,1,3,4,2,2,3,4,3
Weilerswist,2,3,1,1,4,2,2,5,4,3,2,2,2,1,2,4,2,5,1,3,2,2,3,2,0,3,2,2,4,4,3,5,5,2,2,4,4,4,1,5,5,3,4,3,2,0,1,5,4,3,1,0,5,5,3,1,3,3,4,3,2,2,1,5,2,3,3,4,3,3,2,5
Borgentreich,1,3,1,3,2,2,0,3,3,3,1,3,2,4,3,3,4,3,1,2,2,2,4,0,3,4,3,1,4,4,4,4,3,3,1,2,3,4,2,2,2,3,3,3,3,2,4,3,5,3,2,3,1,2,3,2,4,4,4,1,2,2,4,2,3,4,3,3,4,0,4,4
PortaWestfalica,4,2,4,1,4,5,3,5,1,4,3,5,4,1,5,4,4,3,3,4,2,3,3,3,4,2,2,2,2,2,2,4,4,4,2,4,4,4,2,3,5,2,1,4,4,1,4,3,3,0,4,3,2,1,3,4,4,4,3,3,4,3,2,4,3,0,4,3,2,4,4,3
Merzenich,4,4,4,3,3,3,5,3,5,2,3,4,1,1,3,4,1,5,5,1,4,2,3,2,4,5,1,4,4,3,3,2,4,3,4,1,3,1,2,3,3,3,3,4,4,3,3,2,3,3,1,4,2,1,4,3,3,0,4,3,3,4,2,3,2,1,4,1,1,3,1,3
Brilon,1,3,1,3,1,3,3,3,3,2,2,2,3,1,5,2,3,3,2,1,3,3,2,5,3,4,2,5,3,1,3,4,3,4,1,3,2,2,2,1,5,2,5,2,2,0,3,2,4,3,2,3,2,3,1,5,4,1,1,2,1,4,2,1,2,3,3,3,1,4,3,3
Kaarst,1,3,0,1,1,3,2,3,1,3,4,1,4,1,2,4,2,5,1,3,2,3,3,3,3,3,1,2,4,3,2,4,2,3,3,4,4,5,3,3,4,5,5,3,1,3,3,4,2,2,2,3,5,0,1,3,2,1,1,2,4,2,3,3,4,5,3,2,4,3,2,5
Marl,1,3,1,2,4,3,4,3,4,3,4,1,2,3,5,2,4,4,3,1,2,4,2,1,4,2,3,2,1,2,4,3,4,3,3,3,2,3,4,4,2,4,1,2,3,1,3,3,1,1,4,4,1,3,4,0,2,3,4,4,4,2,4,5,4,3,4,3,3,2,2,5
Dorsten,2,2,5,2,2,0,1,1,2,1,3,3,1,1,4,1,2,3,4,3,0,2,3,1,3,1,3,3,1,1,0,1,4,2,4,4,2,4,3,4,5,3,2,4,4,2,2,3,4,2,3,3,3,2,5,4,2,2,3,1,1,4,1,5,3,1,3,4,3,1,4,3
Oerlinghausen,3,4,2,1,3,0,1,2,4,3,1,4,4,3,3,3,3,3,2,2,4,4,5,3,4,3,4,1,4,4,4,5,5,1,2,1,2,0,3,2,0,2,1,1,3,3,0,4,1,4,3,4,2,1,3,0,3,1,2,2,4,1,4,5,1,0,4,2,2,5,4,3
Grefrath,4,2,3,4,4,4,0,3,1,3,1,4,3,5,3,3,4,4,2,2,1,3,4,3,4,3,3,4,0,4,2,4,3,1,5,2,4,0,0,5,0,3,3,2,4,4,2,2,1,1,5,1,2,4,5,2,3,3,5,3,3,4,2,4,5,4,2,3,1,4,0,3
Nettersheim,1,1,2,1,3,3,5,5,1,3,3,3,3,3,2,2,2,5,3,4,2,4,1,4,2,4,5,4,2,5,1,3,1,3,2,4,3,4,3,3,5,0,3,2,4,3,3,5,2,3,4,3,4,3,4,4,5,1,2,3,4,2,5,2,4,2,5,1,4,2,3,5
Rhede,2,4,1,5,3,4,4,1,0,3,2,2,2,1,1,3,3,3,2,4,3,2,4,3,1,3,2,4,0,3,2,2,3,4,5,4,3,0,4,1,4,5,1,3,0,2,0,4,3,3,2,3,5,0,3,4,2,4,3,2,4,3,0,1,5,4,4,4,0,2,2,3
Altena,3,2,1,2,4,2,3,3,4,5,0,4,2,4,3,3,1,5,5,3,3,4,2,3,4,3,3,4,0,1,2,3,1,4,1,2,3,5,1,5,3,2,1,3,0,5,2,2,1,0,3,1,4,5,5,3,3,1,5,2,3,2,4,4,2,3,4,0,4,5,4,5
WetterRuhr,3,3,1,3,2,3,3,4,3,4,2,2,1,4,3,3,3,2,1,0,3,1,5,4,4,0,4,4,4,4,4,3,3,4,4,1,3,4,2,2,1,2,4,4,4,2,4,5,3,3,4,1,1,5,3,2,1,3,3,5,2,2,3,5,4,1,4,3,2,1,4,1
BadDriburg,2,2,3,3,5,3,4,4,2,4,2,2,3,1,2,2,4,3,1,1,3,4,3,2,4,5,3,3,3,3,3,2,2,1,0,4,3,5,4,0,2,0,3,2,3,5,0,3,1,3,2,4,4,3,3,4,1,3,4,2,4,5,3,5,4,0,2,0,3,4,3,4
Ruppichteroth,3,3,3,3,4,1,2,5,1,2,5,2,1,2,2,4,3,4,3,4,2,1,4,2,4,0,2,4,4,4,2,4,2,3,3,5,3,5,3,1,2,3,2,4,5,2,1,2,4,4,0,2,2,2,2,4,4,4,2,2,4,1,2,3,1,3,4,3,1,4,4,4
Siegburg,3,4,3,4,3,0,1,3,4,4,2,4,3,3,4,2,3,0,4,0,4,5,2,3,5,0,2,5,5,1,4,1,2,4,2,5,3,2,2,4,3,1,4,4,2,1,2,0,1,2,3,2,4,4,2,2,1,4,3,3,3,4,3,2,2,5,1,3,2,1,4,4
Hagen,1,2,3,2,2,2,2,3,5,2,4,1,3,4,4,5,2,3,2,3,4,2,2,1,4,2,4,4,5,2,3,4,5,1,3,3,2,2,3,5,5,3,2,1,2,3,2,1,4,4,3,3,4,1,4,5,2,1,2,1,4,3,2,3,4,3,4,5,2,3,4,1
Herscheid,3,2,4,4,1,3,1,1,2,3,5,1,2,4,1,2,2,5,2,3,2,1,2,2,2,3,4,4,4,1,4,2,4,1,2,3,5,3,4,4,2,4,2,4,1,2,3,3,3,2,0,1,1,1,3,4,0,3,3,5,5,4,4,2,0,4,5,0,0,3,0,3
Altenbeken,2,2,4,2,5,0,1,1,2,3,3,1,3,2,3,2,3,4,3,4,3,3,5,3,0,1,3,4,2,5,5,2,1,4,4,2,1,3,4,1,3,2,3,2,2,1,1,4,2,4,2,2,3,2,1,1,3,5,2,2,2,1,4,2,3,1,1,4,4,2,3,1
Meckenheim,4,4,5,5,3,2,0,5,2,3,2,3,2,0,4,2,3,5,4,2,5,3,2,1,3,1,4,4,5,3,2,3,3,3,3,5,3,2,1,3,5,3,1,2,4,3,2,2,2,3,1,3,3,4,3,4,2,2,3,2,3,1,4,2,2,2,4,3,2,5,2,1
Reken,4,1,1,2,2,3,4,5,3,5,4,3,2,2,2,3,3,1,5,2,2,5,2,2,3,1,1,3,1,2,4,1,3,2,3,0,4,3,5,4,4,4,3,3,1,4,0,0,5,3,4,1,4,4,5,4,4,3,3,0,2,3,4,3,2,1,2,4,2,4,2,2
Leopoldshoehe,0,2,4,3,3,4,5,1,2,5,1,1,2,4,2,5,3,0,3,2,4,2,1,2,1,1,1,4,5,4,2,1,5,5,3,1,2,4,4,3,2,4,3,1,3,3,4,1,3,2,3,2,5,1,1,1,1,3,2,4,2,5,4,2,4,1,1,2,0,2,1,2
Wegberg,4,3,3,1,4,3,3,4,3,5,3,2,3,5,4,4,3,1,2,3,2,5,2,1,2,2,5,3,3,4,2,4,2,2,3,4,3,3,2,5,3,1,3,4,2,3,3,4,1,3,3,3,3,2,5,3,2,3,3,3,3,4,2,3,4,4,1,3,1,2,2,2
Dueren,4,3,2,3,4,1,3,5,0,4,4,4,4,3,3,5,3,4,3,1,4,4,2,2,3,1,4,1,3,3,5,2,4,2,3,3,4,0,5,2,4,0,1,3,1,4,3,3,4,3,1,2,2,1,2,4,4,2,5,4,1,2,4,3,2,5,3,5,2,2,4,2
Ladbergen,2,2,4,4,1,5,2,2,2,3,5,4,5,2,4,4,3,4,3,5,1,3,3,1,2,4,4,3,1,1,3,5,5,3,2,2,1,5,1,2,0,4,4,3,1,3,2,3,1,3,3,2,2,2,3,1,0,3,3,1,4,1,1,4,1,3,2,1,2,1,1,4
Neuenkirchen,2,4,2,3,4,1,4,5,1,1,4,1,4,4,3,2,3,3,3,2,1,3,5,2,2,2,4,5,3,3,5,4,2,1,5,4,5,3,4,1,3,3,1,4,1,4,0,2,4,1,2,4,1,4,1,4,4,3,5,1,0,4,0,4,2,1,4,4,3,3,4,1
Lindlar,4,3,1,5,4,4,2,3,3,3,4,4,4,2,4,5,2,4,2,3,3,0,5,2,4,1,1,4,3,0,2,1,0,2,5,4,5,4,2,4,1,2,2,1,0,4,0,2,3,0,3,3,1,3,3,1,2,3,3,2,5,5,3,4,2,5,3,1,3,3,1,3
Kempen,2,4,3,0,3,1,2,5,2,2,1,5,3,2,4,4,5,4,5,1,2,3,2,0,0,2,4,1,2,2,2,2,3,4,1,4,3,3,2,5,2,0,3,4,3,1,3,3,3,0,3,2,4,4,3,1,3,2,1,2,4,4,3,2,2,4,1,4,1,3,1,4
Legden,1,3,3,4,4,2,2,1,4,3,3,3,2,3,5,5,3,5,4,2,4,1,3,2,5,4,1,1,4,4,3,3,4,2,0,3,2,2,2,1,2,5,1,4,2,2,3,5,4,3,2,4,2,4,3,5,2,4,1,2,3,3,4,1,2,4,2,3,1,4,1,1
Rommerskirchen,2,3,1,3,5,2,5,4,0,3,2,4,5,5,1,4,4,3,2,3,1,4,5,1,0,5,5,2,1,3,1,4,2,2,5,3,3,3,4,0,5,2,1,4,2,4,1,1,1,3,3,2,4,4,4,3,1,1,3,5,0,2,4,1,2,4,4,1,3,5,3,3
Hueckeswagen,2,3,4,5,1,2,2,5,1,2,4,2,2,2,0,3,5,3,0,1,2,3,1,3,4,1,1,4,3,4,1,1,1,5,3,3,4,4,1,2,5,3,4,2,3,2,1,1,2,5,2,2,3,3,2,2,4,4,2,4,2,5,2,3,4,3,3,3,5,5,4,4
Wadersloh,2,4,5,2,1,3,4,4,2,2,4,2,2,1,2,4,3,1,4,2,2,5,4,4,3,1,3,4,1,5,3,2,3,2,4,0,4,0,0,3,4,5,2,5,4,3,4,3,4,3,4,4,3,1,4,0,3,3,3,4,2,1,2,5,2,3,4,4,3,3,3,5
Bornheim,3,2,2,5,1,3,3,3,3,4,1,4,2,5,3,5,3,3,2,2,4,4,4,0,3,0,1,3,5,3,3,5,1,1,1,2,4,4,3,2,3,2,2,2,3,2,0,4,3,2,3,1,2,1,5,3,3,4,0,3,3,4,2,2,2,1,3,2,4,2,3,3
Waldbroel,3,2,1,4,2,0,1,1,3,0,2,5,5,4,4,2,2,0,3,4,4,2,0,1,2,2,1,3,3,2,2,4,4,4,3,3,1,2,2,2,4,5,1,0,4,4,1,4,2,1,1,1,2,3,2,2,1,4,5,1,2,3,0,0,1,1,5,1,2,2,3,1
Telgte,0,2,2,3,2,2,2,3,4,2,3,1,5,3,1,1,4,3,3,5,2,2,4,5,4,4,2,3,1,1,3,3,4,3,4,1,2,2,0,1,5,3,2,2,0,4,2,1,1,5,3,2,2,2,4,1,3,2,0,3,3,3,1,0,4,3,4,3,5,4,1,3
Dormagen,0,4,4,2,4,3,3,2,3,4,4,5,1,5,1,0,3,2,4,5,3,2,4,2,3,3,1,1,1,4,4,1,3,4,5,4,3,1,4,4,5,2,2,2,2,4,3,3,4,3,3,3,5,3,4,3,4,3,2,2,2,2,4,2,3,1,1,4,4,1,1,1
Nordkirchen,3,3,1,2,2,5,4,5,1,5,4,0,4,2,2,2,4,2,4,2,2,4,1,0,4,5,4,0,5,3,4,2,4,5,4,2,2,1,2,1,2,3,0,5,5,2,4,3,3,3,5,4,3,5,3,3,0,2,3,3,2,4,4,4,1,3,4,4,0,1,1,3
Niederkassel,2,4,4,5,3,5,1,3,2,0,2,1,1,4,3,2,3,3,5,2,2,1,4,2,3,1,5,5,3,4,2,2,1,3,4,3,3,4,5,0,2,1,3,2,4,4,5,3,3,4,3,3,2,5,5,4,4,2,5,2,0,2,4,1,3,5,1,5,3,5,1,3
Balve,3,5,1,4,3,2,2,3,1,1,4,4,2,3,3,4,1,0,1,1,4,1,4,1,4,0,3,3,1,3,3,3,3,4,1,3,3,4,4,2,1,3,4,3,0,3,2,3,4,2,4,1,3,3,3,2,4,2,1,4,4,5,4,1,1,3,5,2,1,4,3,2
Billerbeck,2,2,3,2,4,3,0,3,1,1,5,1,4,2,4,4,2,2,1,1,1,3,3,0,4,0,4,4,2,1,4,1,4,2,2,3,4,5,5,4,4,3,1,2,1,3,5,2,1,1,2,1,4,1,3,3,2,4,4,2,4,4,1,5,3,5,5,2,2,5,2,4
Altenberge,4,1,2,2,0,2,2,1,3,1,5,5,5,3,3,4,2,2,3,4,4,3,3,3,3,1,2,5,4,4,4,4,4,4,3,4,3,4,1,2,3,4,2,1,4,1,4,1,3,3,1,4,1,2,3,5,4,5,1,1,3,3,4,4,3,3,3,1,0,3,2,1
Heiligenhaus,5,4,4,2,1,2,5,2,2,5,0,3,4,4,3,2,3,2,0,3,3,2,4,4,4,2,2,4,3,4,4,1,2,4,4,3,4,1,2,4,1,3,4,4,3,3,3,4,4,3,5,4,2,1,2,3,4,3,0,4,2,2,2,3,2,0,3,4,4,4,3,4
Ochtrup,2,3,3,3,3,3,3,3,2,4,4,4,4,3,4,2,4,3,4,2,4,3,1,3,4,5,2,5,3,2,2,3,2,3,4,0,3,1,4,0,3,4,0,1,4,3,1,4,4,4,0,4,2,0,4,3,3,2,5,4,3,3,2,5,3,2,1,2,1,3,2,3
Velen,4,5,3,2,1,2,4,3,4,3,5,2,3,3,5,2,4,5,1,4,2,3,3,2,3,4,3,3,2,3,2,2,1,3,4,3,1,1,2,4,2,3,2,3,2,2,3,3,2,2,3,3,5,5,3,1,3,4,3,2,2,2,1,1,3,2,2,0,4,5,3,4
Wassenberg,2,4,0,4,1,4,1,1,3,5,4,4,2,2,2,4,1,3,5,3,2,4,4,3,1,4,4,2,5,3,4,2,3,5,4,0,2,1,2,0,1,3,4,3,2,4,3,4,4,1,3,5,4,3,3,1,2,3,5,2,3,4,3,2,4,4,1,3,2,4,4,0
Harsewinkel,3,0,4,1,3,3,4,3,2,5,4,1,3,2,3,5,3,2,2,4,3,4,5,4,4,1,4,1,2,3,1,3,1,0,1,2,2,4,4,3,4,2,5,4,1,5,1,3,0,1,3,3,2,1,3,2,2,2,1,1,4,4,2,1,4,2,1,2,5,5,0,3
Erftstadt,2,1,2,1,4,4,1,2,2,2,2,5,3,4,2,0,0,3,4,3,3,2,2,4,3,2,1,2,4,1,3,4,0,2,3,2,3,4,2,3,1,2,3,3,2,3,5,2,3,0,3,1,2,4,1,1,1,4,2,4,3,2,4,4,3,4,4,3,3,2,3,2
Rees,5,4,4,2,4,2,5,1,4,3,2,3,2,2,2,2,5,2,2,3,3,2,0,2,2,3,4,3,2,4,4,2,1,2,3,3,4,4,1,3,0,4,5,3,1,2,5,2,4,2,1,3,2,3,4,2,3,3,4,1,4,4,2,2,3,2,1,2,4,4,2,4
Heek,3,4,2,3,5,1,0,2,2,1,4,2,4,4,4,0,3,3,1,3,3,0,0,3,4,2,0,2,5,5,4,3,4,1,3,0,3,4,5,2,3,2,3,3,3,1,2,1,4,3,5,5,2,2,3,3,2,1,5,4,0,3,2,0,4,3,3,1,1,3,3,4
Hoexter,3,3,4,3,0,4,4,1,4,1,4,0,4,0,4,2,3,3,2,5,3,3,2,3,2,4,3,1,2,2,3,3,5,3,2,2,3,2,3,2,4,1,4,2,1,1,0,2,4,3,1,4,2,3,1,3,4,3,4,2,2,4,4,2,5,3,1,1,2,4,1,0
Vlotho,2,4,2,4,2,4,4,4,3,1,2,3,3,4,2,5,1,3,3,4,2,4,3,1,3,3,3,2,0,3,3,3,2,3,5,5,5,4,0,4,4,4,4,3,2,3,0,3,4,0,4,4,3,4,5,3,1,3,3,2,1,3,2,0,3,2,2,3,2,5,2,3
Aldenhoven,4,5,3,3,3,1,5,2,5,3,4,5,2,4,2,4,3,1,4,3,2,5,4,2,4,4,1,3,1,2,4,4,4,1,3,4,4,1,3,2,4,0,0,3,4,1,4,4,4,2,3,4,3,4,5,1,4,1,4,2,3,0,3,3,2,1,2,3,3,4,3,5
EsloheSauerland,4,0,5,4,4,3,4,0,5,3,5,2,4,2,2,4,4,2,3,1,4,1,4,0,2,2,3,2,1,2,0,3,4,5,2,3,3,2,3,1,4,2,4,3,3,2,1,1,3,3,2,4,2,4,2,5,4,1,4,4,4,2,4,3,1,2,5,3,1,4,3,5
Dahlem,1,1,1,1,4,2,2,1,3,4,5,5,2,3,5,2,4,1,4,4,1,0,1,3,2,0,3,0,0,2,1,3,5,1,1,5,4,2,4,0,2,0,4,3,2,2,2,4,3,3,5,2,1,5,5,4,1,4,3,3,2,3,1,1,2,3,4,2,2,3,3,1
Gescher,4,4,2,1,2,4,4,1,3,3,2,3,1,2,4,2,2,2,1,3,2,4,4,4,2,1,2,3,3,4,3,0,2,3,5,3,3,4,1,1,3,4,5,5,2,3,3,2,0,3,5,1,1,3,4,3,4,3,3,2,1,4,2,5,2,1,3,5,0,3,5,4
Wachtendonk,1,1,4,4,1,3,5,3,2,3,1,1,3,4,2,2,1,2,1,4,4,2,1,4,2,2,3,2,0,4,4,2,3,3,5,1,1,3,3,3,5,4,1,2,4,5,1,5,3,3,2,4,2,3,1,5,4,3,1,3,5,4,4,4,4,1,2,5,2,4,3,4
Herne,3,4,4,2,3,4,4,3,5,2,3,1,3,2,3,3,1,3,3,3,1,4,5,3,1,4,0,1,2,1,3,3,3,0,2,3,4,1,3,4,4,2,0,3,4,2,4,2,3,2,0,2,3,5,3,1,1,2,2,3,3,3,3,2,3,4,4,2,3,3,4,2
HalternamSee,4,3,4,2,1,2,2,4,2,5,1,2,1,2,3,0,4,5,3,4,3,2,4,3,5,1,0,3,4,5,2,4,1,1,2,0,3,1,4,2,4,1,3,3,5,4,1,2,1,2,2,2,3,4,0,3,2,2,1,2,3,2,3,3,2,3,2,0,2,3,4,4
Toenisvorst,0,4,4,2,3,3,5,3,0,3,3,3,2,3,3,3,3,1,4,1,4,1,5,3,3,3,3,4,3,2,1,5,2,4,3,2,2,1,2,1,2,1,1,4,5,1,3,1,3,5,3,5,4,0,2,2,1,1,2,5,4,3,1,2,3,3,3,4,0,2,3,1
Moers,4,4,0,2,4,3,2,3,2,2,1,1,4,4,1,3,5,2,3,2,5,4,3,5,1,3,1,3,4,4,2,3,3,4,3,2,4,4,1,4,1,1,1,2,2,3,3,2,2,3,1,3,3,4,0,1,2,5,5,4,4,3,2,3,2,0,2,4,3,1,1,3
Schlangen,4,3,5,4,1,2,4,4,3,1,2,3,1,4,5,2,4,2,5,3,4,4,3,2,2,2,2,4,3,1,3,4,5,5,4,1,4,5,3,2,4,2,1,5,4,0,2,2,3,5,2,2,3,4,5,3,4,3,3,3,4,4,2,2,1,3,5,4,2,3,4,5
Meschede,1,2,5,4,2,1,2,2,4,2,4,4,0,2,2,4,2,2,4,1,2,3,5,4,3,4,2,4,1,3,2,4,0,1,1,5,3,4,3,2,2,3,5,3,2,3,2,2,2,4,1,4,3,1,1,3,2,2,2,2,4,4,5,4,2,4,2,2,4,1,3,1
Dinslaken,4,3,3,4,4,0,1,4,4,2,2,1,2,2,2,0,3,3,3,2,2,2,1,4,4,0,5,5,4,1,3,3,3,5,1,1,2,4,2,0,1,4,4,4,4,5,1,4,4,4,3,2,5,0,4,2,1,5,3,4,5,3,4,4,2,2,4,1,3,2,4,2
